11MD,11BL,12MD,12BL,13MD,13BL,14MD,14BL,15MD,15BL,16MD,16BL,17MD,17BL,21MD,21BL,22MD,22BL,23MD,23BL,24MD,24BL,25MD,25BL,26MD,26BL,27MD,27BL,31MD,31BL,32MD,32BL,33MD,33BL,34MD,34BL,35MD,35BL,36MD,36BL,37MD,37BL,41MD,41BL,42MD,42BL,43MD,43BL,44MD,44BL,45MD,45BL,46MD,46BL,47MD,47BL
8.06,6.37,6.2,4.46,7.55,8.04,6.78,9.39,6.31,9.19,9.55,11.31,8.16,10.43,7.99,6.9,6.72,4.92,7.71,7.63,7.32,9.33,6.36,9.2,9.72,10.98,8.5,10.84,5.53,5.49,6.2,5.72,6.63,7.22,6.64,8.24,6.63,7.92,11.58,10.92,8.97,8.73,5.47,5.29,6.13,5.92,6.65,7.32,6.72,8.02,7.16,7.97,10.52,11.29,9.64,9.63
